Epoch,train_sat,test_sat,train_accuracy,test_accuracy
0,0.9336617588996887,0.9346442818641663,0.15127521753311157,0.1490696519613266
1,0.9351804852485657,0.9361189603805542,0.14768759906291962,0.14554481208324432
2,0.9365785717964172,0.9374886751174927,0.14436349272727966,0.14228305220603943
3,0.9378603100776672,0.9387463331222534,0.1413106769323349,0.1393006294965744
4,0.9390287399291992,0.9398906826972961,0.13852505385875702,0.13659259676933289
5,0.9400976896286011,0.9409416317939758,0.13597416877746582,0.13411012291908264
6,0.9410873651504517,0.9419170022010803,0.13361170887947083,0.13180595636367798
7,0.9420100450515747,0.9428277611732483,0.1314033567905426,0.12964750826358795
8,0.9428746700286865,0.9436829686164856,0.12932896614074707,0.12760986387729645
9,0.9436889886856079,0.9444958567619324,0.12736879289150238,0.12566493451595306
10,0.9444672465324402,0.9452832341194153,0.12549301981925964,0.12377723306417465
11,0.9452266097068787,0.9460629224777222,0.12366782128810883,0.12190944701433182
12,0.9459797739982605,0.9468477964401245,0.12186505645513535,0.12003421038389206
13,0.9467378258705139,0.9476496577262878,0.12006256729364395,0.11812616884708405
14,0.9475122094154358,0.9484801888465881,0.11823558807373047,0.11616197228431702
15,0.9483129382133484,0.9493483304977417,0.11636105924844742,0.11412393301725388
16,0.9491500854492188,0.9502623081207275,0.11441821604967117,0.1119980737566948
17,0.9500309228897095,0.9512232542037964,0.112392358481884,0.10978706181049347
18,0.9509546160697937,0.9522222876548767,0.11028174310922623,0.10751476138830185
19,0.9519113898277283,0.9532352089881897,0.10810744017362595,0.10522948950529099
20,0.9528732895851135,0.954224169254303,0.10592032223939896,0.10300326347351074
21,0.9538041949272156,0.9551495313644409,0.10379093885421753,0.10090872645378113
22,0.9546794295310974,0.9559918642044067,0.10177276283502579,0.0989837497472763
23,0.9554876089096069,0.9567517042160034,0.09988918900489807,0.09722672402858734
24,0.9562315344810486,0.9574413299560547,0.09813782572746277,0.09561702609062195
25,0.956920862197876,0.9580753445625305,0.09650187939405441,0.09412788599729538
26,0.9575668573379517,0.9586662650108337,0.09496258944272995,0.092735156416893
27,0.9581791758537292,0.959222137928009,0.09350362420082092,0.09142325073480606
28,0.9587618708610535,0.9597489237785339,0.09211412817239761,0.09017950296401978
29,0.9593196511268616,0.9602503180503845,0.09078644216060638,0.0889962762594223
