,loss,accuracy,val_loss,val_accuracy
0,1.556475281715393,0.267681747674942,1.4735270738601685,0.5295814871788025
1,1.3801469802856445,0.5794848203659058,1.2445396184921265,0.5977196097373962
2,1.0720635652542114,0.6025987863540649,0.8572559952735901,0.5997802019119263
3,0.6885581612586975,0.6036748886108398,0.5534337162971497,0.6006502509117126
4,0.46853530406951904,0.793634831905365,0.39003440737724304,0.957551121711731
5,0.2871185839176178,0.9616600275039673,0.2080787718296051,0.961077094078064
6,0.1713060438632965,0.9627590179443359,0.15788261592388153,0.9617181420326233
7,0.14099468290805817,0.9661934971809387,0.1378176510334015,0.9688616394996643
8,0.12416568398475647,0.9701889157295227,0.12269943207502365,0.9696859121322632
9,0.11067330092191696,0.9710131883621216,0.11068785190582275,0.9699148535728455
10,0.09958614408969879,0.9715970754623413,0.10104705393314362,0.9724333882331848
11,0.09054838865995407,0.9746994972229004,0.09341903030872345,0.9741277098655701
12,0.08322473615407944,0.976599931716919,0.08692885935306549,0.9767378568649292
13,0.07688325643539429,0.9784201979637146,0.08150289207696915,0.976921021938324
14,0.07202672213315964,0.9788780808448792,0.07731454819440842,0.976921021938324
15,0.06831936538219452,0.979049801826477,0.074395090341568,0.9776079058647156
16,0.06538256257772446,0.9797825217247009,0.07169393450021744,0.9783863425254822
17,0.06293036788702011,0.9804350733757019,0.06951190531253815,0.978569507598877
18,0.06083586439490318,0.9824156165122986,0.06767071038484573,0.9827365875244141
19,0.058929331600666046,0.9846022129058838,0.06597983092069626,0.9840187430381775
20,0.05733127519488335,0.9856210947036743,0.0645279735326767,0.984476625919342
21,0.055861350148916245,0.9859874248504639,0.06309764087200165,0.9847514033317566
22,0.054389022290706635,0.9861934781074524,0.06185458227992058,0.9847514033317566
23,0.05328955873847008,0.9863881468772888,0.060639284551143646,0.9848887920379639
24,0.052111584693193436,0.986788809299469,0.0599348209798336,0.9850261211395264
25,0.05111827328801155,0.9867201447486877,0.058650512248277664,0.9852092862129211
26,0.05012516677379608,0.9867659211158752,0.058251868933439255,0.9851177334785461
27,0.04941805079579353,0.9868804216384888,0.05728788301348686,0.9853466749191284
28,0.04862029850482941,0.9869147539138794,0.056606512516736984,0.9854382872581482
29,0.04818897321820259,0.9871322512626648,0.05725443363189697,0.9853924512863159
30,0.04744461551308632,0.9870864748954773,0.055638428777456284,0.9855298399925232
31,0.04670976847410202,0.9870177507400513,0.05533852055668831,0.9853924512863159
32,0.04629906266927719,0.9872353076934814,0.05473296344280243,0.9855756759643555
33,0.04587721452116966,0.9871780276298523,0.05479159206151962,0.9855298399925232
34,0.045731283724308014,0.9872696399688721,0.05412505567073822,0.9855756759643555
35,0.044888898730278015,0.9873726963996887,0.053549740463495255,0.9856672286987305
36,0.04464119300246239,0.9872925281524658,0.05354705825448036,0.9855756759643555
37,0.04446406289935112,0.9874184727668762,0.05321742594242096,0.9856672286987305
38,0.04418139532208443,0.9873383045196533,0.05269109085202217,0.9857588410377502
39,0.04352286458015442,0.9874642491340637,0.0524124875664711,0.9856672286987305
40,0.04321472346782684,0.9874184727668762,0.05216040834784508,0.985942006111145
41,0.04310300573706627,0.9874070286750793,0.05188045650720596,0.9858503937721252
42,0.04288110136985779,0.9876588582992554,0.051843781024217606,0.9858503937721252
43,0.042647894471883774,0.9875214695930481,0.051917169243097305,0.985621452331543
44,0.04225485026836395,0.9875673055648804,0.05132748931646347,0.9858503937721252
45,0.042061567306518555,0.987601637840271,0.05127957835793495,0.9858503937721252
46,0.04188854619860649,0.9878076910972595,0.05120542272925377,0.9858961701393127
47,0.041547685861587524,0.9878649115562439,0.05090222880244255,0.985942006111145
48,0.04131491854786873,0.9877848029136658,0.050747793167829514,0.9861709475517273
49,0.04111180081963539,0.9877962470054626,0.051071129739284515,0.9858046174049377
50,0.04141129180788994,0.9877962470054626,0.05070400610566139,0.9858961701393127
51,0.04074101522564888,0.9877275824546814,0.05009535327553749,0.9861251711845398
52,0.040532711893320084,0.9879336357116699,0.05057913437485695,0.9859877824783325
53,0.04037460684776306,0.9878993034362793,0.04970288649201393,0.98603355884552
54,0.04029279574751854,0.987853467464447,0.04989607632160187,0.9861251711845398
55,0.04004392400383949,0.9879450798034668,0.04933910816907883,0.9862625002861023
56,0.03985518962144852,0.9879565238952637,0.049283791333436966,0.9862167239189148
57,0.03990686312317848,0.9880366921424866,0.049123816192150116,0.9863998889923096
58,0.039536185562610626,0.9879908561706543,0.048984210938215256,0.9863541126251221
59,0.03931122273206711,0.9881969094276428,0.048753660172224045,0.9863541126251221
