Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.631469190120697,0.7588489055633545,0.7972219586372375,0.8956485390663147
1,0.7849265933036804,0.811138927936554,0.9080873727798462,0.9228575825691223
2,0.8128744959831238,0.819792628288269,0.9247099757194519,0.9461095929145813
3,0.8112770318984985,0.7988584637641907,0.9244367480278015,0.9220284819602966
4,0.8118399977684021,0.8239850997924805,0.9241415858268738,0.9276310801506042
5,0.8092532753944397,0.7979327440261841,0.9239813685417175,0.9253574013710022
6,0.8055480718612671,0.8053808212280273,0.9221787452697754,0.9216893315315247
7,0.8140903115272522,0.8262907862663269,0.9213025569915771,0.9222420454025269
8,0.8115274310112,0.813037097454071,0.9262896776199341,0.9265130758285522
9,0.8119178414344788,0.8129794001579285,0.924750804901123,0.9264376759529114
10,0.8193758726119995,0.8294270634651184,0.9263399243354797,0.9269150495529175
11,0.8136442303657532,0.815254807472229,0.9256678223609924,0.9266763925552368
12,0.8138946294784546,0.8176817893981934,0.9254134297370911,0.9266638159751892
13,0.8242815732955933,0.8329299688339233,0.9276400804519653,0.9269276261329651
14,0.8339056372642517,0.8398019075393677,0.9509581923484802,0.9516619443893433
15,0.8329642415046692,0.8395135998725891,0.945889413356781,0.9576162695884705
16,0.8292327523231506,0.8242999911308289,0.9449315667152405,0.9276185035705566
17,0.8299549221992493,0.8262280821800232,0.9364428520202637,0.9277441501617432
18,0.8265862464904785,0.809095025062561,0.9422715902328491,0.9291008114814758
19,0.8073986172676086,0.8116222023963928,0.9259442090988159,0.9269024729728699
20,0.8089080452919006,0.8109831213951111,0.9256049990653992,0.9267140626907349
21,0.8144996166229248,0.8200318217277527,0.925868809223175,0.9266638159751892
22,0.8237858414649963,0.8301822543144226,0.9259976148605347,0.9269150495529175
23,0.8331868648529053,0.8358819484710693,0.9386976957321167,0.9541240334510803
24,0.8348864912986755,0.8280931115150452,0.9457104206085205,0.9570258259773254
25,0.8339232802391052,0.8354378938674927,0.9484363794326782,0.955882728099823
26,0.8194140195846558,0.8146030902862549,0.9306172728538513,0.9271411895751953
27,0.8138744235038757,0.8168920278549194,0.9257683157920837,0.9274677634239197
28,0.8164623975753784,0.8192325830459595,0.9258531332015991,0.9271160364151001
29,0.8249033093452454,0.8365899324417114,0.926512598991394,0.9288998246192932
30,0.8348463177680969,0.8347678780555725,0.9447180032730103,0.9540361166000366
31,0.8291015625,0.8186156153678894,0.9375545978546143,0.9408963918685913
32,0.8345677852630615,0.8432624340057373,0.9458266496658325,0.9627164006233215
33,0.8170568943023682,0.8237994313240051,0.9278128147125244,0.9276436567306519
34,0.827288031578064,0.8288286924362183,0.9333525896072388,0.929804265499115
35,0.8282668590545654,0.8314164280891418,0.9276589155197144,0.9288872480392456
36,0.8338927030563354,0.8373112678527832,0.9395958781242371,0.9566992521286011
37,0.8367012739181519,0.8389469981193542,0.9555715322494507,0.9584956169128418
38,0.811872661113739,0.8106886744499207,0.9334499835968018,0.9273924231529236
39,0.8136575818061829,0.8116684556007385,0.9307742714881897,0.9344019293785095
40,0.8107602000236511,0.8130717277526855,0.9316222071647644,0.9336230754852295
41,0.814744234085083,0.8063587546348572,0.932598888874054,0.9270909428596497
