Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.452486127614975,0.46039247512817383,0.44744738936424255,0.45254215598106384
1,0.4840010106563568,0.4834964871406555,0.47206318378448486,0.47246235609054565
2,0.4901631474494934,0.4963848292827606,0.47813159227371216,0.4837978482246399
3,0.49931055307388306,0.5016170740127563,0.4856736958026886,0.48818087577819824
4,0.515070378780365,0.5601561665534973,0.5008000135421753,0.5599117279052734
5,0.5938697457313538,0.5912055969238281,0.6030210852622986,0.603077232837677
6,0.5922562479972839,0.5879190564155579,0.6058474183082581,0.6013844609260559
7,0.5972440838813782,0.5974014401435852,0.6103105545043945,0.6093646287918091
8,0.6045345067977905,0.6029486656188965,0.6156631708145142,0.6128106117248535
9,0.607928454875946,0.6046344637870789,0.6166421175003052,0.6122967004776001
10,0.6092908382415771,0.6059308052062988,0.6166526675224304,0.6128710508346558
11,0.6107316017150879,0.6073408126831055,0.6173000335693359,0.6137174367904663
12,0.6059555411338806,0.5920755863189697,0.6113579273223877,0.5951877236366272
13,0.6063147783279419,0.6065666675567627,0.6110842227935791,0.6126594543457031
14,0.6075988411903381,0.5943716764450073,0.6135105490684509,0.5986034870147705
15,0.6111897826194763,0.6133608222007751,0.6171315908432007,0.6212744116783142
16,0.6186519265174866,0.6152331829071045,0.6273421049118042,0.62420654296875
17,0.6198002099990845,0.615644633769989,0.6287631988525391,0.6244483590126038
18,0.6217074394226074,0.6249721646308899,0.6291579008102417,0.6309473514556885
19,0.6315814256668091,0.6281922459602356,0.6370210647583008,0.6331841945648193
20,0.6345694065093994,0.6307268738746643,0.6391368508338928,0.6351187825202942
21,0.6364206671714783,0.6322407722473145,0.6405158042907715,0.6362674832344055
22,0.641907274723053,0.6419302225112915,0.6445578932762146,0.6434919238090515
23,0.6610624194145203,0.6918771266937256,0.6576368808746338,0.6852366924285889
24,0.7191872596740723,0.7179311513900757,0.7081894874572754,0.707726240158081
25,0.7257794737815857,0.7194716930389404,0.7148105502128601,0.7088749408721924
26,0.7069564461708069,0.6859337091445923,0.6928263306617737,0.6683090329170227
27,0.6902247071266174,0.6860432028770447,0.6705895066261292,0.6674929261207581
28,0.6938504576683044,0.7116281390190125,0.6733894944190979,0.697811484336853
29,0.7302346229553223,0.725633978843689,0.7189632058143616,0.7159180045127869
30,0.730702817440033,0.7254148721694946,0.7204842567443848,0.7160691618919373
31,0.7306138277053833,0.7257393002510071,0.720678985118866,0.716310977935791
32,0.7575844526290894,0.8645113110542297,0.7456158399581909,0.8789976239204407
33,0.8660241365432739,0.8600721955299377,0.8829421401023865,0.8775769472122192
