Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.5026392936706543,0.5044959187507629,0.5759894847869873,0.5785018801689148
1,0.5048272013664246,0.5065916776657104,0.5778631567955017,0.5801946520805359
2,0.5068067908287048,0.5082610845565796,0.5795578956604004,0.5816758275032043
3,0.5089998841285706,0.5115410685539246,0.5814158320426941,0.5843963623046875
4,0.5146163105964661,0.5211291909217834,0.586115837097168,0.5923463106155396
5,0.5400110483169556,0.5723369121551514,0.6066105365753174,0.6357535719871521
6,0.5728694796562195,0.5765261650085449,0.6358315944671631,0.6396529674530029
7,0.5809510350227356,0.5890412330627441,0.6425263285636902,0.6503234505653381
8,0.5902609825134277,0.5966761708259583,0.6505473852157593,0.6568828821182251
9,0.6147122979164124,0.6360402703285217,0.6708263158798218,0.6900429129600525
10,0.6508534550666809,0.6662079095840454,0.7018210887908936,0.7156157493591309
11,0.6664758920669556,0.6720468997955322,0.7151315808296204,0.7194244861602783
12,0.6526661515235901,0.6437817811965942,0.7042842507362366,0.6965419054031372
13,0.6473328471183777,0.6651427745819092,0.6986737251281738,0.7141647934913635
14,0.7228729724884033,0.7547943592071533,0.7622473835945129,0.7903693914413452
15,0.8022547960281372,0.8330520987510681,0.8300368785858154,0.8573242425918579
16,0.8295990824699402,0.8309926986694336,0.8546526432037354,0.8555407524108887
17,0.8275250792503357,0.8299176692962646,0.8528158068656921,0.8545734882354736
18,0.8502665758132935,0.8687500953674316,0.8714473843574524,0.8877939581871033
19,0.8704015016555786,0.872668981552124,0.8893210887908936,0.8910887837409973
20,0.8735951781272888,0.8752228021621704,0.8920421600341797,0.8932652473449707
21,0.8750958442687988,0.8758915066719055,0.893342137336731,0.8938395380973816
22,0.877426266670227,0.8785147070884705,0.8952842354774475,0.8960764408111572
23,0.8796563148498535,0.8804991841316223,0.8971894979476929,0.8978296518325806
24,0.8808162808418274,0.8813477754592896,0.8982000350952148,0.8985248804092407
25,0.8816580176353455,0.8819118738174438,0.898926317691803,0.8989782929420471
26,0.8823124766349792,0.8820898532867432,0.8994947671890259,0.8991294503211975
27,0.8814365267753601,0.8807463049888611,0.8987789750099182,0.8980412483215332
28,0.8774489760398865,0.8712283968925476,0.8956526517868042,0.890000581741333
29,0.8635330200195312,0.8591724634170532,0.8836842179298401,0.8796021938323975
30,0.8481060862541199,0.8457837104797363,0.8704105615615845,0.8683272004127502
31,0.8446074724197388,0.8451842665672302,0.8673105835914612,0.8678132891654968
32,0.844181478023529,0.8454983234405518,0.8669052720069885,0.8680853843688965
33,0.845089852809906,0.8459572196006775,0.8676632046699524,0.8684783577919006
34,0.8459156155586243,0.8466821312904358,0.8683474063873291,0.8690828680992126
35,0.8481572270393372,0.8507601618766785,0.8700947761535645,0.8726195693016052
36,0.8651477098464966,0.8739117383956909,0.8844000101089478,0.8922677040100098
37,0.8776562809944153,0.8790254592895508,0.8953368663787842,0.896620512008667
38,0.8803223967552185,0.88077712059021,0.8976895213127136,0.8980412483215332
39,0.8821414113044739,0.8822361826896667,0.8992526531219482,0.8993712663650513
40,0.8835019469261169,0.8839266300201416,0.9003894925117493,0.9007315039634705
41,0.8888491988182068,0.889113187789917,0.9048579335212708,0.9049936532974243
42,0.8899179697036743,0.8873096704483032,0.9056316018104553,0.9026963114738464
43,0.8556616902351379,0.8537524938583374,0.8661684393882751,0.8637627959251404
44,0.835752010345459,0.8229948878288269,0.8435526490211487,0.8280031681060791
45,0.8240844011306763,0.8233737349510193,0.8290210962295532,0.8283054232597351
46,0.8250574469566345,0.8252254724502563,0.829831600189209,0.8299074769020081
47,0.8273893594741821,0.8255670070648193,0.8319053053855896,0.8301795721054077
48,0.8253561854362488,0.8240468502044678,0.8301526308059692,0.8289099931716919
49,0.8272114992141724,0.8266498446464539,0.8316894769668579,0.8311770558357239
50,0.8287014365196228,0.8262293338775635,0.8329368829727173,0.83024001121521
51,0.8286399245262146,0.8268884420394897,0.8324052691459656,0.8308143615722656
52,0.8567326664924622,0.8876197338104248,0.8637632131576538,0.9039961099624634
53,0.8836909532546997,0.8810536861419678,0.9008158445358276,0.8984039425849915
54,0.8792195320129395,0.8788914680480957,0.8969157934188843,0.8965902924537659
55,0.8783292770385742,0.8796409964561462,0.8960947394371033,0.8972250819206238
56,0.8792664408683777,0.8798918128013611,0.8969368934631348,0.8974668979644775
57,0.8795356750488281,0.8798493146896362,0.8971526622772217,0.8974064588546753
58,0.8801323771476746,0.881005048751831,0.8976315855979919,0.8983737230300903
59,0.8807372450828552,0.8806070685386658,0.8981947898864746,0.8980110287666321
60,0.8807616233825684,0.8812228441238403,0.8981894850730896,0.8985550999641418
61,0.8813579678535461,0.8817472457885742,0.8987157940864563,0.8989782929420471
62,0.8814712762832642,0.880961537361145,0.8988579511642456,0.8983132839202881
63,0.8735948801040649,0.8699411153793335,0.8923158049583435,0.8890635371208191
64,0.8662623763084412,0.8663405776023865,0.8859368562698364,0.8860407471656799
65,0.8640769124031067,0.8649840354919434,0.8840263485908508,0.8848921060562134
66,0.8635830879211426,0.8649699687957764,0.8835789561271667,0.8848618865013123
67,0.8637008666992188,0.8651490211486816,0.8836737275123596,0.8850129842758179
68,0.8641877174377441,0.8658363819122314,0.8840842247009277,0.8856175541877747
69,0.8659586906433105,0.8679771423339844,0.88557368516922,0.8874009847640991
70,0.8669350743293762,0.8688013553619385,0.8864210844039917,0.8881264925003052
71,0.867365300655365,0.8689794540405273,0.8867895007133484,0.8882775902748108
72,0.8675872683525085,0.8693785071372986,0.8869684338569641,0.8886403441429138
73,0.8682618141174316,0.8703150749206543,0.8875210881233215,0.8893657922744751
74,0.8692447543144226,0.8710560202598572,0.8883737325668335,0.890000581741333
75,0.8698300719261169,0.8718711733818054,0.8888474106788635,0.8906958699226379
76,0.8726896643638611,0.8757407069206238,0.8912315964698792,0.8939604759216309
77,0.8764163851737976,0.87783282995224,0.8944684267044067,0.8956834673881531
78,0.8778952956199646,0.8786491751670837,0.8957684636116028,0.8963484764099121
79,0.8773450255393982,0.8776844143867493,0.8953368663787842,0.8955625295639038
80,0.8762927055358887,0.8771517276763916,0.8944211006164551,0.8950788974761963
81,0.8832740187644958,0.9052248001098633,0.8994000554084778,0.9189589619636536
82,0.9248527884483337,0.9357812404632568,0.9352526664733887,0.945136308670044
83,0.9369624257087708,0.9389407634735107,0.9459052681922913,0.9478568434715271
84,0.9392663836479187,0.9400709867477417,0.9478789567947388,0.9488241076469421
85,0.9399898648262024,0.9407042860984802,0.9484842419624329,0.9493682384490967
86,0.9399609565734863,0.9402283430099487,0.9484579563140869,0.9490054845809937
87,0.940621018409729,0.9418649077415466,0.9489947557449341,0.9503355622291565
88,0.9418836832046509,0.9425840973854065,0.9500947594642639,0.9509400725364685
89,0.9424646496772766,0.9429629445075989,0.9505894780158997,0.9512423872947693
90,0.9427236914634705,0.9431702494621277,0.9508157968521118,0.9514237642288208
91,0.942750871181488,0.943215012550354,0.9508368968963623,0.9514539837837219
92,0.9428574442863464,0.9430103898048401,0.9509316086769104,0.9513028264045715
93,0.9417011141777039,0.9398812651634216,0.9500526785850525,0.9486730098724365
94,0.9332996606826782,0.9259530305862427,0.9433842301368713,0.936612069606781
95,0.9100061655044556,0.9084739685058594,0.9232053160667419,0.9216492176055908
96,0.9052101373672485,0.9075692892074585,0.9189158082008362,0.9208935499191284
