Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy,test_sat_phi1,test_sat_phi2,test_sat_phi3
0,0.6687782406806946,0.6718295812606812,0.5377324223518372,0.5419015288352966,0.7715644240379333,0.999833345413208,0.9707099795341492
1,0.6921294927597046,0.6944195032119751,0.5048096179962158,0.5060780048370361,0.9998255968093872,0.9998255968093872,0.9977812170982361
2,0.6992608904838562,0.7012418508529663,0.4939938485622406,0.4899823069572449,0.9998222589492798,0.9998222589492798,0.9975392818450928
3,0.7054961323738098,0.7078850269317627,0.47973164916038513,0.4755794405937195,0.9998194575309753,0.9998194575309753,0.988736629486084
4,0.7093006372451782,0.71128910779953,0.4721306562423706,0.468489408493042,0.9998184442520142,0.9998184442520142,0.998986005783081
5,0.7131755352020264,0.7164638042449951,0.46423861384391785,0.45801401138305664,0.9998165965080261,0.9998165965080261,0.9971318244934082
6,0.708128809928894,0.7058460116386414,0.4761544167995453,0.48072975873947144,0.9998207092285156,0.9998207092285156,0.9963051080703735
7,0.6879211664199829,0.6831192970275879,0.5169123411178589,0.5272637009620667,0.9176493883132935,0.999829888343811,0.9942295551300049
8,0.6837817430496216,0.6834668517112732,0.524422824382782,0.5266553163528442,0.9998296499252319,0.9998296499252319,0.9997825026512146
9,0.6900870203971863,0.6969367265701294,0.5114929676055908,0.49907228350639343,0.9998239874839783,0.9998239874839783,0.9909526705741882
10,0.6979678273200989,0.6976293325424194,0.49475622177124023,0.4961567521095276,0.9998234510421753,0.9998234510421753,0.9997144937515259
11,0.6982306838035583,0.6977176666259766,0.4939025640487671,0.495963990688324,0.9998233318328857,0.9998233318328857,0.9973148703575134
12,0.6982609033584595,0.6976737380027771,0.4938428997993469,0.49604231119155884,0.9846667647361755,0.9998234510421753,0.998742938041687
13,0.6982638835906982,0.6976379156112671,0.49381589889526367,0.4958916902542114,0.943490207195282,0.9998233318328857,0.9938535690307617
14,0.704640805721283,0.7140633463859558,0.4808148741722107,0.4640679657459259,0.8175318241119385,0.9998168349266052,0.9994059801101685
15,0.7163998484611511,0.7183970808982849,0.4594561755657196,0.45512855052948,0.9846600294113159,0.9998161196708679,0.9897407293319702
16,0.7200612425804138,0.7192103266716003,0.4520299434661865,0.4534057676792145,0.9520919322967529,0.9998160600662231,0.9973307847976685
17,0.7204826474189758,0.7194697260856628,0.45114386081695557,0.4529058039188385,0.9520918130874634,0.9998158812522888,0.9987990260124207
18,0.7206918597221375,0.7197147607803345,0.4507289230823517,0.4524359703063965,0.9520916938781738,0.999815821647644,0.9997028708457947
19,0.7207071781158447,0.7187020778656006,0.45074570178985596,0.4549057185649872,0.9846601486206055,0.9998161792755127,0.9940358996391296
20,0.7183862328529358,0.718173623085022,0.45571133494377136,0.4560201168060303,0.9846603274345398,0.999816358089447,0.9923285841941833
21,0.7192220091819763,0.7185565233230591,0.45400872826576233,0.45518285036087036,0.93693608045578,0.9998162984848022,0.9997998476028442
22,0.7195735573768616,0.7184139490127563,0.45322632789611816,0.45524904131889343,0.8832278251647949,0.9998160600662231,0.9800729155540466
23,0.7196575999259949,0.718986451625824,0.452931672334671,0.45400816202163696,0.8566861152648926,0.9998161196708679,0.9968265891075134
24,0.7199182510375977,0.7189345359802246,0.4519886374473572,0.45367690920829773,0.7835602760314941,0.9998161196708679,0.9994582533836365
25,0.7198945879936218,0.7192528247833252,0.4526306986808777,0.4538515508174896,0.9998161196708679,0.9998161196708679,0.9965264201164246
26,0.7201988697052002,0.7192439436912537,0.45210000872612,0.45386961102485657,0.9998161196708679,0.9998161196708679,0.9997998476028442
27,0.6967562437057495,0.6677333116531372,0.521310567855835,0.6183798313140869,0.9998590350151062,0.9998590350151062,0.9911577701568604
28,0.6851798892021179,0.6974426507949829,0.5288289785385132,0.49829521775245667,0.9998239874839783,0.9998239874839783,0.9971983432769775
29,0.6982139348983765,0.6977272033691406,0.4956649839878082,0.4976927638053894,0.999823808670044,0.999823808670044,0.9973992109298706
30,0.6984333395957947,0.697904109954834,0.495218425989151,0.49736151099205017,0.9998237490653992,0.9998237490653992,0.99953293800354
31,0.6986198425292969,0.6980916857719421,0.4946921169757843,0.49661460518836975,0.9998236894607544,0.9998236894607544,0.9997998476028442
32,0.6986962556838989,0.6981390714645386,0.49447101354599,0.49651220440864563,0.9998236894607544,0.9998236894607544,0.9997998476028442
33,0.6987460851669312,0.6981279253959656,0.4943683445453644,0.49652421474456787,0.9998236894607544,0.9998236894607544,0.99924635887146
34,0.6987788677215576,0.6981664896011353,0.49429649114608765,0.49642783403396606,0.9998235106468201,0.9998235106468201,0.9985566139221191
35,0.6987796425819397,0.6981465220451355,0.4942921996116638,0.49647003412246704,0.9998235106468201,0.9998235106468201,0.9997838735580444
36,0.6987627744674683,0.6981356143951416,0.4943220019340515,0.4964940845966339,0.9998234510421753,0.9998234510421753,0.9997998476028442
37,0.698775053024292,0.6982133388519287,0.49429652094841003,0.49632543325424194,0.9998235702514648,0.9998235702514648,0.9993549585342407
38,0.6988480687141418,0.698279082775116,0.4941464066505432,0.49615678191185,0.9998235106468201,0.9998235106468201,0.9976075887680054
39,0.698539674282074,0.694602906703949,0.49223950505256653,0.4851633906364441,0.9998213052749634,0.9998213052749634,0.9995282888412476
40,0.6985605955123901,0.6984078288078308,0.49089834094047546,0.4948374927043915,0.999822735786438,0.999822735786438,0.9996659159660339
41,0.6992833614349365,0.6986522674560547,0.4923165738582611,0.4944881200790405,0.9998230338096619,0.9998230338096619,0.9974009990692139
42,0.6993587613105774,0.6987718343734741,0.4922001361846924,0.49430137872695923,0.9998230934143066,0.9998230934143066,0.9997998476028442
43,0.6994476914405823,0.6988827586174011,0.49228155612945557,0.4939279556274414,0.9998230934143066,0.9998230934143066,0.9960640668869019
44,0.6994074583053589,0.6988251209259033,0.49164217710494995,0.4935845136642456,0.9998229742050171,0.9998229742050171,0.9994639754295349
45,0.6993997097015381,0.6988863945007324,0.49145078659057617,0.49356046319007874,0.9998230934143066,0.9998230934143066,0.9969224333763123
46,0.6993920207023621,0.6988883018493652,0.4913350045681,0.4930424690246582,0.9998229742050171,0.9998229742050171,0.9988181591033936
47,0.6992059946060181,0.6983374357223511,0.4927237331867218,0.49636760354042053,0.9998235702514648,0.9998235702514648,0.9995922446250916
48,0.6991507411003113,0.6985668540000916,0.4938254654407501,0.4958434998989105,0.9998234510421753,0.9998234510421753,0.9997998476028442
49,0.6993751525878906,0.6988826990127563,0.493371844291687,0.49515676498413086,0.9998232126235962,0.9998232126235962,0.9926291704177856
50,0.6994087100028992,0.6987583637237549,0.49332016706466675,0.4954278767108917,0.9998233318328857,0.9998233318328857,0.9997845888137817
51,0.699495255947113,0.6988193392753601,0.49312981963157654,0.49529537558555603,0.9998233318328857,0.9998233318328857,0.9997970461845398
52,0.6995821595191956,0.6989571452140808,0.49295705556869507,0.494994193315506,0.999823272228241,0.999823272228241,0.9984592199325562
53,0.7002686858177185,0.6999651193618774,0.4913456439971924,0.4927051365375519,0.9998228549957275,0.9998228549957275,0.9969806671142578
54,0.7050173282623291,0.7142319679260254,0.48133859038352966,0.46390530467033386,0.9998177289962769,0.9998177289962769,0.9954694509506226
55,0.7159562110900879,0.7164058685302734,0.45984575152397156,0.4589657485485077,0.9998167753219604,0.9998167753219604,0.9959803819656372
56,0.716822624206543,0.717981219291687,0.45854032039642334,0.4562309682369232,0.9998155832290649,0.9998155832290649,0.9986345767974854
