,loss,accuracy,val_loss,val_accuracy
0,1.1879132986068726,0.9429078698158264,0.8883329629898071,0.9575968980789185
1,0.663382351398468,0.9598855376243591,0.45135536789894104,0.9569557905197144
2,0.33993715047836304,0.9599885940551758,0.2610873281955719,0.957963228225708
3,0.2182687371969223,0.9610532522201538,0.19682985544204712,0.9585584998130798
4,0.17551612854003906,0.9621408581733704,0.16900910437107086,0.9611228704452515
5,0.15441349148750305,0.9637206792831421,0.1512887179851532,0.9627255797386169
6,0.13823509216308594,0.9637665152549744,0.13618293404579163,0.9627713561058044
7,0.12386268377304077,0.9651631712913513,0.123256154358387,0.9676710963249207
8,0.11190974712371826,0.9696851968765259,0.11247073113918304,0.969777524471283
9,0.10177741199731827,0.97269606590271,0.10325969755649567,0.9729829430580139
10,0.09318698197603226,0.9750887751579285,0.0959988385438919,0.973715603351593
11,0.08668354153633118,0.9762564897537231,0.09060529619455338,0.9762799143791199
12,0.08182287216186523,0.9782828092575073,0.08667775988578796,0.9764173030853271
13,0.07764869183301926,0.9780653119087219,0.08215206116437912,0.977012574672699
14,0.07264389097690582,0.9786605834960938,0.07672569155693054,0.9773789048194885
15,0.06816832721233368,0.979221522808075,0.07301609218120575,0.9775162935256958
16,0.06458527594804764,0.9796565771102905,0.06965398043394089,0.9779742360115051
17,0.061149779707193375,0.9799084663391113,0.06615500897169113,0.9794395565986633
18,0.058242570608854294,0.9828850030899048,0.06342484056949615,0.9818207025527954
19,0.05567535012960434,0.9843388795852661,0.06137434393167496,0.9829197525978088
20,0.05376819148659706,0.9845678806304932,0.05951094999909401,0.9831944704055786
21,0.0519363135099411,0.9847624897956848,0.05789582431316376,0.9832860827445984
22,0.05069612339138985,0.9847853779792786,0.05659566447138786,0.9833318591117859
23,0.04925330728292465,0.9851288199424744,0.055806197226047516,0.9840187430381775
24,0.048355624079704285,0.9856783151626587,0.054893575608730316,0.9840187430381775
25,0.047486234456300735,0.9856897592544556,0.05431094020605087,0.9848887920379639
26,0.046733226627111435,0.9866971969604492,0.053938187658786774,0.9850261211395264
27,0.04585983231663704,0.986788809299469,0.05338108539581299,0.9853466749191284
28,0.0453038215637207,0.9868918657302856,0.0526423417031765,0.9853924512863159
29,0.04473619535565376,0.9868689775466919,0.052254121750593185,0.985621452331543
30,0.044218629598617554,0.9872581958770752,0.052045952528715134,0.9854840636253357
31,0.04377162456512451,0.9873154163360596,0.051727116107940674,0.9855756759643555
32,0.043347764760255814,0.9874184727668762,0.05133599042892456,0.9856672286987305
33,0.04285489395260811,0.9874642491340637,0.05078259855508804,0.9854840636253357
34,0.042572420090436935,0.9874642491340637,0.050665128976106644,0.9855756759643555
35,0.0423521064221859,0.98744136095047,0.05035920441150665,0.9857588410377502
36,0.0420052595436573,0.9875558614730835,0.05005258694291115,0.9858961701393127
37,0.04165438190102577,0.9877046942710876,0.049909286201000214,0.985942006111145
38,0.0414576381444931,0.9878764152526855,0.05002959445118904,0.985942006111145
39,0.0411132387816906,0.9878076910972595,0.04931885749101639,0.9863083362579346
40,0.04098886996507645,0.9880481362342834,0.04926406964659691,0.9862625002861023
41,0.040729835629463196,0.9878993034362793,0.04924887418746948,0.9862167239189148
42,0.04052090272307396,0.9878993034362793,0.04939907044172287,0.9860793352127075
43,0.04039871692657471,0.9880366921424866,0.049178216606378555,0.9864915013313293
44,0.04017563536763191,0.9881740212440491,0.04887021705508232,0.9864915013313293
45,0.03995775431394577,0.9880595803260803,0.04849135875701904,0.9862625002861023
46,0.03956412896513939,0.9882198572158813,0.0482170544564724,0.9866288304328918
47,0.03941943868994713,0.9883801341056824,0.04822518303990364,0.9865830540657043
48,0.0395866297185421,0.988414466381073,0.049256306141614914,0.9865372776985168
49,0.039520829916000366,0.9884487986564636,0.04840030148625374,0.9869036078453064
50,0.039059173315763474,0.9883915781974792,0.04807144030928612,0.9868119955062866
51,0.038817062973976135,0.9886548519134521,0.04815461114048958,0.9864456653594971
52,0.03883039951324463,0.9883571863174438,0.047462206333875656,0.9870867729187012
53,0.038489677011966705,0.988666296005249,0.04740899056196213,0.9867662191390991
54,0.03819900006055832,0.9885174632072449,0.04735056683421135,0.9870409965515137
55,0.03815821185708046,0.9883801341056824,0.047437768429517746,0.9867662191390991
56,0.03797406703233719,0.9886891841888428,0.04722273722290993,0.9869036078453064
57,0.037934280931949615,0.9886434078216553,0.04677779600024223,0.9871325492858887
58,0.03781529515981674,0.9886090755462646,0.046708568930625916,0.9867204427719116
59,0.03790890425443649,0.9886548519134521,0.047635212540626526,0.9870409965515137
60,0.03773278743028641,0.9887006878852844,0.04660413786768913,0.9871325492858887
61,0.037295155227184296,0.9887693524360657,0.04685534909367561,0.9868119955062866
62,0.03722639009356499,0.9888151288032532,0.04654037579894066,0.9868578314781189
63,0.0371846929192543,0.9886319637298584,0.046315886080265045,0.9869036078453064
64,0.03702902793884277,0.9888380169868469,0.04640072584152222,0.9870409965515137
65,0.036811813712120056,0.9888380169868469,0.04601113498210907,0.9870409965515137
66,0.03677482530474663,0.988735020160675,0.04597771540284157,0.9869493842124939
67,0.036780714988708496,0.9887807965278625,0.046251703053712845,0.9870867729187012
68,0.03689048811793327,0.9886319637298584,0.046454235911369324,0.987269937992096
69,0.03658750653266907,0.9886891841888428,0.04554658383131027,0.9870867729187012
70,0.0363406278192997,0.9887807965278625,0.04585183039307594,0.9875447154045105
71,0.03620932996273041,0.9888609051704407,0.046266306191682816,0.9870409965515137
72,0.03642618656158447,0.9889754056930542,0.0456574372947216,0.987269937992096
73,0.03637842833995819,0.9888036847114563,0.04578905552625656,0.9875447154045105
74,0.036402806639671326,0.9888952970504761,0.04651278629899025,0.9874531030654907
75,0.03597303479909897,0.9889525175094604,0.04528118297457695,0.9874988794326782
76,0.0361914336681366,0.9889754056930542,0.04518941789865494,0.9873157143592834
77,0.03570815175771713,0.9889525175094604,0.04519185423851013,0.987269937992096
78,0.03573375940322876,0.9890326857566833,0.045951299369335175,0.987269937992096
79,0.03574766591191292,0.9888724088668823,0.045157019048929214,0.9873615503311157
80,0.03564425930380821,0.9890441298484802,0.04497206211090088,0.9873157143592834
81,0.03537806123495102,0.9889639616012573,0.04481358453631401,0.9874073266983032
82,0.03543461486697197,0.9889410734176636,0.04600050300359726,0.987269937992096
83,0.03533943369984627,0.9891127943992615,0.044815145432949066,0.987590491771698
84,0.03513844683766365,0.989067018032074,0.0450950525701046,0.9876362681388855
85,0.03533295914530754,0.9889525175094604,0.04466887563467026,0.9874988794326782
86,0.03548719733953476,0.9889868497848511,0.04481962323188782,0.9873615503311157
87,0.03524088114500046,0.9889639616012573,0.04565723240375519,0.9871325492858887
88,0.03505731001496315,0.989158570766449,0.044618602842092514,0.9877736568450928
89,0.03489876538515091,0.9893417358398438,0.04440825805068016,0.9877736568450928
90,0.034703440964221954,0.9890784621238708,0.0447734072804451,0.9873157143592834
91,0.03463452309370041,0.9893302917480469,0.04674966633319855,0.9873615503311157
92,0.03537188470363617,0.9891814589500427,0.04428752139210701,0.9876362681388855
93,0.03478509187698364,0.9892158508300781,0.0451362244784832,0.9878194332122803
94,0.034985922276973724,0.9892158508300781,0.044452957808971405,0.987590491771698
95,0.03456779569387436,0.989227294921875,0.044084332883358,0.9879568219184875
96,0.034491054713726044,0.989227294921875,0.04409577697515488,0.9877736568450928
97,0.03504062443971634,0.9892387390136719,0.04406772926449776,0.9877278804779053
98,0.03449453413486481,0.989387571811676,0.04396984726190567,0.9875447154045105
99,0.03414611518383026,0.9893761277198792,0.04475413262844086,0.987178385257721
